Pay Period,Facility,Cost Center,Department,Statistic,Target Hours per Statistic,Productive Hours,Actual Statistic,Hours Earned,Hours per UOS, Actual Productive FTEs , Flex Productive FTEs , Flex /Actual Percentage , Actual v Flex Productive FTE Variance , Actual Non-Productive FTEs , Budget Non-Productive FTEs , Actual v Bud Non-Productive FTE Variance , Actual Total FTEs , Premium Pay Percentage , Total Salaries , Budget Cost per UoS , Actual Cost per UoS 
15,20000,4068,OP Registration and Admin.,Calendar Days,109.22,"1,427",13,0, 107.27 ,17.83,18.16,102%,0.32,1.80,1.86,0.06,19.63,2.27%,"$1,502,829","$112,729","$112,995"
15,20000,4073,Cashiering,Calendar Days,4.97,68,13,0, 5.14 ,0.86,0.83,97%,-0.03,0.09,0.05,-0.04,0.95,0.00%,"$70,875","$5,150","$5,329"
15,20000,4098,Executive Office,Calendar Days,0.00,48,0,0, 0.00 ,0.60,0.00,0%,-0.60,0.00,0.00,0.00,0.60,0.00%,"$45,169",$0,$0
15,20000,4099,Administration,Calendar Days,29.53,437,13,0, 32.88 ,5.47,4.91,90%,-0.56,0.24,0.91,0.67,5.71,0.05%,"$428,126","$28,897","$32,190"
15,20000,4103,Quality Management,Calendar Days,9.95,137,13,0, 10.29 ,1.71,1.65,97%,-0.06,0.19,0.03,-0.16,1.90,0.00%,"$142,500","$10,368","$10,714"
15,20000,4108,Marketing,Calendar Days,0.00,0,13,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
15,20000,4109,Development,Calendar Days,17.12,253,13,0, 19.02 ,3.16,2.85,90%,-0.31,0.55,0.14,-0.41,3.71,0.00%,"$278,381","$18,846","$20,931"
15,20000,4110,Human Resources,Calendar Days,27.87,376,13,0, 28.30 ,4.71,4.63,98%,-0.07,0.28,1.10,0.82,4.99,0.00%,"$373,913","$27,680","$28,114"
15,20000,4120,Admission Discharge Team,Calendar Days,8.50,101,13,0, 7.59 ,1.26,1.41,112%,0.15,0.00,0.27,0.27,1.26,0.00%,"$94,631","$7,969","$7,115"
15,20000,4122,Supply Chain Management,Calendar Days,54.90,787,13,0, 59.18 ,9.84,9.13,93%,-0.71,0.56,1.06,0.50,10.40,0.00%,"$779,888","$54,397","$58,638"
15,20000,4127,Volunteers,Calendar Days,6.71,100,13,0, 7.48 ,1.24,1.11,90%,-0.13,0.00,0.06,0.06,1.24,0.00%,"$93,291","$6,287","$7,014"
15,20000,4128,Tobacco Cessation,Calendar Days,5.35,74,13,0, 5.54 ,0.92,0.89,97%,-0.03,0.12,0.03,-0.09,1.04,0.00%,"$78,019","$5,669","$5,866"
15,20000,4131,Risk Management,Calendar Days,9.87,129,13,0, 9.71 ,1.62,1.64,102%,0.03,0.29,0.21,-0.08,1.91,0.00%,"$142,875","$10,915","$10,742"
15,20000,4134,Medical Library,Calendar Days,1.63,23,13,0, 1.71 ,0.29,0.27,95%,-0.01,0.00,0.00,0.00,0.29,0.00%,"$21,375","$1,532","$1,607"
15,20000,4137,Community Services,Calendar Days,8.75,171,13,0, 12.89 ,2.14,1.45,68%,-0.69,0.37,0.00,-0.37,2.51,0.00%,"$188,513","$9,616","$14,174"
15,20000,4139,Severance,Calendar Days,0.00,0,13,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
15,20000,4176,Orthopedics,Calendar Days,39.47,593,13,0, 44.57 ,7.41,6.56,89%,-0.85,1.23,1.86,0.63,8.64,0.00%,"$648,000","$43,146","$48,722"
15,20000,4177,Medical Procedure Unit,Calendar Days,0.00,0,13,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
15,20000,4205,OR Scheduling,Calendar Days,10.21,135,13,0, 10.18 ,1.69,1.70,100%,0.01,0.21,0.06,-0.15,1.90,0.00%,"$142,669","$10,759","$10,727"
15,20000,4211,Integrative Therapy,Calendar Days,0.00,27,13,0, 2.02 ,0.34,0.00,0%,-0.34,0.08,0.00,-0.08,0.42,20.57%,"$36,338",$0,"$2,732"
15,20000,4250,JLL Maintenance,1000 Net Square Feet Maintained,45.91,"1,145",25,"1,157", 45.43 ,14.32,14.47,101%,0.15,2.06,1.49,-0.57,16.38,14.32%,"$1,381,883","$49,234","$54,815"
16,10000,1000,Psychiatric Unit,Equivalent Patient Days,7.83,"2,115",242,"1,891", 8.76 ,26.44,23.64,89%,-2.80,4.01,5.25,1.24,30.45,2.20%,"$2,327,315","$8,454","$9,636"
16,10000,1001,Mother / Baby Unit,Equivalent Patient Days,11.15,"1,746",121,"1,352", 14.40 ,21.82,16.90,77%,-4.92,4.47,5.58,1.11,26.29,1.87%,"$2,002,587","$12,594","$16,516"
16,10000,1003,Delivery Rooms,Delivery,27.23,"1,786",51,"1,400", 34.74 ,22.32,17.50,78%,-4.82,4.61,3.50,-1.11,26.93,2.21%,"$2,056,846","$30,800","$40,009"
16,10000,1005,Perinatal Testing Center,Test/Procedures ,0.70,281,453,316, 0.62 ,3.51,3.95,113%,0.44,0.17,0.45,0.28,3.68,0.49%,"$277,085",$686,$612
16,10000,1006,Pediatrics,Equivalent Patient Days,18.43,885,49,894, 18.26 ,11.07,11.17,101%,0.11,3.94,2.26,-1.68,15.01,0.00%,"$1,125,534","$23,429","$23,207"
16,10000,1007,Intensive Care Nursery,Equivalent Patient Days,13.12,"1,393",124,"1,629", 11.22 ,17.41,20.36,117%,2.95,3.77,2.96,-0.81,21.18,0.92%,"$1,600,349","$14,964","$12,889"
16,10000,1009,Telemetry 2,Equivalent Patient Days,9.30,"2,640",305,"2,833", 8.67 ,33.00,35.41,107%,2.41,8.07,0.00,-8.07,41.07,2.72%,"$3,147,574","$10,851","$10,334"
16,10000,1013,Cardiac Thoracic ICU,Equivalent Patient Days,15.51,"1,748",141,"2,181", 12.43 ,21.85,27.27,125%,5.42,4.92,6.87,1.95,26.77,6.79%,"$2,118,783","$17,815","$15,064"
16,10000,1014,Intensive Care Unit,Equivalent Patient Days,16.79,"3,237",186,"3,127", 17.38 ,40.46,39.09,97%,-1.38,9.61,8.54,-1.07,50.07,2.08%,"$3,818,567","$19,479","$20,503"
16,10000,1021,6C,Equivalent Patient Days,9.19,"2,232",275,"2,532", 8.10 ,27.90,31.65,113%,3.74,5.40,0.00,-5.40,33.30,5.38%,"$2,610,255","$10,283","$9,475"
16,10000,1022,5C,Equivalent Patient Days,11.09,"2,289",246,"2,732", 9.29 ,28.61,34.15,119%,5.54,3.15,5.41,2.26,31.76,0.81%,"$2,399,557","$11,542","$9,739"
16,10000,1023,3B,Equivalent Patient Days,9.19,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.16,7.85,7.69,0.16,0.00%,"$12,000",$0,$0
16,10000,1024,3C,Equivalent Patient Days,10.12,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,4.45,4.45,0.00,0.00%,#DIV/0!,$0,$0
16,10000,1029,6A,Equivalent Patient Days,9.56,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
16,10000,1031,Clinical Decision Unit,Equivalent Patient Days,13.33,"1,438",135,"1,797", 10.67 ,17.98,22.47,125%,4.49,4.51,2.16,-2.35,22.49,2.09%,"$1,714,563","$15,632","$12,716"
16,10000,1035,Nursing Resource Team,Total Adult Days,0.00,19,"2,305",3, 0.01 ,0.24,0.04,15%,-0.20,1.63,1.24,-0.39,1.87,0.00%,"$140,438",$9,$61
16,10000,1049,One on One Staffing,Total Adult Days,0.55,988,"2,305","1,273", 0.43 ,12.36,15.92,129%,3.56,1.03,0.86,-0.17,13.39,21.01%,"$1,198,590",$561,$520
16,10000,1052,Monitor Techs,Calendar Days,70.08,953,14,0, 70.18 ,11.91,11.90,100%,-0.02,1.58,1.14,-0.44,13.49,12.46%,"$1,123,330","$74,414","$82,719"
16,10000,1090,4 Pavilion,Equivalent Patient Days,9.15,"2,624",271,"2,475", 9.70 ,32.80,30.94,94%,-1.86,5.10,8.19,3.09,37.90,1.82%,"$2,887,020","$9,908","$10,668"
16,10000,1091,5 Pavilion,Equivalent Patient Days,8.87,"2,430",231,"2,049", 10.53 ,30.37,25.61,84%,-4.76,8.02,7.19,-0.83,38.39,1.89%,"$2,922,468","$10,517","$12,659"
16,10000,2004,Resp. Therapy School,Calendar Days,22.92,322,14,0, 23.71 ,4.03,3.89,97%,-0.13,0.53,0.11,-0.42,4.56,0.00%,"$341,663","$24,318","$25,159"
16,10000,2005,Operating Room,OR Hours,6.35,"4,189",713,"4,530", 5.88 ,52.36,56.62,108%,4.26,13.88,6.96,-6.92,66.24,5.16%,"$5,171,076","$7,534","$7,252"
16,10000,2006,Recovery Room,PACU Hours,2.81,"1,786",882,"2,480", 2.03 ,22.32,31.00,139%,8.68,4.83,2.59,-2.24,27.15,5.91%,"$2,135,294","$3,208","$2,422"
16,10000,2007,Thoracic and Cardio Surg,Calendar Days,7.30,39,14,0, 2.86 ,0.49,1.24,255%,0.75,0.00,0.69,0.69,0.49,0.00%,"$36,375","$6,840","$2,679"
16,10000,2009,Surgicenter,Surgicenter Hours,6.74,70,7,46, 10.32 ,0.88,0.57,65%,-0.30,0.00,0.00,0.00,0.88,8.30%,"$71,156","$6,316","$10,480"
16,10000,2011,E/R Registration,ER Visits,0.51,983,"1,459",750, 0.67 ,12.29,9.38,76%,-2.91,1.60,1.02,-0.58,13.89,3.32%,"$1,072,231",$545,$735
16,10000,2012,Emergency Room,ER Visits,2.66,"4,688","1,459","3,876", 3.21 ,58.60,48.45,83%,-10.14,8.81,9.65,0.84,67.41,3.76%,"$5,221,033","$2,866","$3,579"
16,10000,2021,Wound Healing Center,Visits,1.31,198,143,186, 1.39 ,2.47,2.33,94%,-0.14,0.64,0.25,-0.39,3.11,0.00%,"$233,288","$1,542","$1,636"
16,10000,2027,Cancer Registry,Calendar Days,14.66,205,14,0, 15.13 ,2.57,2.49,97%,-0.08,0.34,0.41,0.07,2.91,0.00%,"$218,063","$15,564","$16,058"
16,10000,2028,Cardiology,Test/Procedures ,0.51,642,"1,359",693, 0.47 ,8.02,8.66,108%,0.64,0.54,0.70,0.16,8.56,1.70%,"$652,506",$510,$480
16,10000,2032,Cardiac Cath Lab,Test/Procedures ,7.34,"1,627",339,"2,485", 4.81 ,20.33,31.06,153%,10.73,2.37,2.72,0.35,22.70,7.24%,"$1,813,127","$7,683","$5,356"
16,10000,2036,Ophthalmic Service,Test/Procedures ,2.85,3,0,0, 0.00 ,0.04,0.00,0%,-0.04,0.00,0.00,0.00,0.04,0.00%,"$2,728",$0,$0
16,10000,2038,Physical Medicine,Test/Procedures ,0.05,"1,270","26,437","1,261", 0.05 ,15.88,15.76,99%,-0.12,1.38,1.82,0.44,17.26,7.36%,"$1,382,217",$49,$52
16,10000,2045,Cardiac Rehabilitation,Test/Procedures ,1.72,237,120,207, 1.97 ,2.97,2.59,87%,-0.38,0.41,0.43,0.02,3.38,0.00%,"$253,322","$1,835","$2,106"
16,10000,2047,Respiratory Therapy,Weighted Procedures,0.69,"1,720","2,769","1,910", 0.62 ,21.50,23.88,111%,2.38,3.95,3.72,-0.23,25.45,0.50%,"$1,917,088",$766,$692
16,10000,2048,Pulmonary-Cardio,Test/Procedures ,1.37,199,117,161, 1.70 ,2.49,2.01,81%,-0.48,0.27,0.27,0.00,2.76,0.00%,"$207,131","$1,426","$1,765"
16,10000,2052,Neurology,Test/Procedures ,4.01,131,33,132, 3.99 ,1.64,1.65,101%,0.01,0.42,0.29,-0.13,2.06,0.00%,"$154,725","$4,720","$4,691"
16,10000,2054,Central Sterile Supply,Adult Discharges,3.13,"1,723",607,"1,901", 2.84 ,21.53,23.76,110%,2.23,3.20,2.27,-0.93,24.73,12.70%,"$2,060,098","$3,371","$3,393"
16,10000,2055,Pharmacy,Total Adult Days,1.39,"2,917","2,305","3,208", 1.27 ,36.46,40.10,110%,3.64,6.00,4.74,-1.26,42.46,5.05%,"$3,322,472","$1,520","$1,442"
16,10000,2056,IV Therapy,Total Adult Days,0.30,708,"2,305",685, 0.31 ,8.85,8.56,97%,-0.29,1.89,1.98,0.09,10.74,4.18%,"$833,316",$338,$362
16,10000,2057,General Radiology,Calendar Days,39.40,514,14,0, 37.84 ,6.42,6.69,104%,0.26,1.79,0.85,-0.94,8.21,0.07%,"$616,350","$47,229","$45,387"
16,10000,2058,Diagnostic Radiology,Test/Procedures ,0.60,949,"1,617",970, 0.59 ,11.86,12.13,102%,0.27,2.26,1.97,-0.29,14.12,0.00%,"$1,059,094",$670,$655
16,10000,2059,CAT Scan,Test/Procedures ,0.87,661,867,755, 0.76 ,8.27,9.44,114%,1.17,0.72,1.68,0.96,8.99,10.01%,"$736,049",$888,$849
16,10000,2060,Ultrasound,Test/Procedures ,1.16,412,344,399, 1.20 ,5.15,4.99,97%,-0.15,0.63,0.99,0.36,5.78,3.25%,"$445,832","$1,221","$1,295"
16,10000,2061,Radiology Special,Test/Procedures ,5.34,585,94,502, 6.22 ,7.32,6.28,86%,-1.04,0.88,0.90,0.02,8.20,7.58%,"$656,435","$5,608","$6,977"
16,10000,2063,Nuclear Medicine,Test/Procedures ,2.66,121,49,129, 2.50 ,1.52,1.61,106%,0.10,0.22,0.15,-0.07,1.74,6.83%,"$137,936","$2,854","$2,844"
16,10000,2064,Radiation Therapy,Weighted Procedures,1.98,673,356,705, 1.89 ,8.41,8.81,105%,0.40,0.65,0.94,0.29,9.06,0.00%,"$679,856","$2,000","$1,910"
16,10000,2065,Oncology,Calendar Days,28.09,424,14,0, 31.25 ,5.30,4.77,90%,-0.54,0.61,0.57,-0.04,5.91,0.00%,"$443,606","$29,358","$32,666"
16,10000,2066,MRI Center,Test/Procedures ,1.34,217,160,214, 1.35 ,2.71,2.68,99%,-0.03,0.46,0.36,-0.10,3.17,3.44%,"$244,745","$1,470","$1,529"
16,10000,2078,Endoscopy,Test/Procedures ,6.07,574,96,583, 5.98 ,7.18,7.29,102%,0.11,2.36,1.69,-0.67,9.54,4.13%,"$737,603","$7,562","$7,681"
16,10000,2080,TMS Therapy,Test/Procedures ,0.00,0,9,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
16,10000,2112,OP Admin. Radiology Clerical,Total Radiology Founders,0.04,86,"1,467",66, 0.06 ,1.07,0.82,77%,-0.25,0.00,0.20,0.20,1.07,0.28%,"$80,477",$42,$55
16,10000,2113,OP Diagnostic Radiology,Test/Procedures ,0.28,115,300,83, 0.38 ,1.44,1.04,72%,-0.40,0.16,0.30,0.14,1.60,0.00%,"$119,756",$288,$400
16,10000,2114,OP Cat Scan,Test/Procedures ,0.74,154,189,141, 0.82 ,1.93,1.76,91%,-0.17,0.05,0.33,0.28,1.98,11.91%,"$165,811",$716,$877
16,10000,2115,OP Ultrasound,Test/Procedures ,0.48,156,339,162, 0.46 ,1.96,2.03,104%,0.07,0.12,0.43,0.31,2.08,1.75%,"$158,203",$476,$467
16,10000,2117,Breast Diagnostic Services,Test/Procedures ,0.78,506,639,498, 0.79 ,6.32,6.22,98%,-0.10,1.11,0.51,-0.60,7.43,2.00%,"$566,957",$858,$887
16,10000,2125,CCOP,Calendar Days,7.06,47,14,0, 3.43 ,0.58,1.20,206%,0.62,0.00,0.02,0.02,0.58,0.00%,"$43,650","$6,620","$3,214"
16,10000,2126,Employeearmacy,Calendar Days,72.96,"1,308",14,0, 96.30 ,16.35,12.39,76%,-3.96,0.58,1.13,0.55,16.93,10.89%,"$1,403,035","$70,827","$103,316"
16,10000,2136,Pre-Admission Testing,Adult Discharges,1.68,905,607,"1,023", 1.49 ,11.32,12.78,113%,1.47,2.34,1.57,-0.77,13.66,0.04%,"$1,024,549","$1,905","$1,687"
16,10000,2152,Bariatric Surgery Program,Calendar Days,13.42,123,14,0, 9.05 ,1.54,2.28,148%,0.74,1.21,0.12,-1.09,2.75,0.00%,"$206,016","$22,494","$15,171"
16,10000,2155,Neuro Interventional Lab,Test/Procedures ,0.21,342,"2,037",423, 0.17 ,4.28,5.29,123%,1.00,1.19,1.00,-0.19,5.47,26.47%,"$495,222",$249,$243
16,10000,2310,Radiology OP Diagno XRay HC,Test/Procedures ,0.39,82,194,75, 0.43 ,1.03,0.94,91%,-0.09,0.00,0.00,0.00,1.03,0.00%,"$77,297",$362,$398
16,10000,2311,Radiology OP CAT Scan HC,Test/Procedures ,0.63,108,169,107, 0.64 ,1.36,1.34,99%,-0.02,0.13,0.49,0.36,1.49,0.00%,"$111,375",$651,$660
16,10000,2312,Radiology OP Ultrasound HC,Test/Procedures ,0.65,79,141,91, 0.56 ,0.99,1.14,115%,0.15,0.10,0.00,-0.10,1.09,0.00%,"$81,844",$669,$582
16,10000,2313,Mammography OP HC,Test/Procedures ,0.64,132,159,102, 0.83 ,1.66,1.28,77%,-0.38,0.48,0.61,0.13,2.14,0.00%,"$160,125",$777,"$1,007"
16,10000,2315,Cardiac Rehab OP HC,Calendar Days,6.26,161,14,0, 11.87 ,2.02,1.06,53%,-0.95,0.19,0.01,-0.18,2.21,0.00%,"$165,431","$6,424","$12,182"
16,10000,2316,Cardiology OP HC,Test/Procedures ,2.24,186,106,237, 1.76 ,2.33,2.96,127%,0.63,0.29,0.32,0.03,2.62,0.12%,"$196,327","$2,359","$1,857"
16,10000,2318,PM and R OP HC,Test/Procedures ,0.04,428,"11,349",507, 0.04 ,5.35,6.33,118%,0.99,1.11,0.95,-0.16,6.46,0.19%,"$485,037",$51,$43
16,10000,2320,Radiation Therapy OP HC,Weighted Procedures,1.95,423,272,531, 1.56 ,5.29,6.64,125%,1.35,1.21,0.56,-0.65,6.50,0.00%,"$487,688","$2,249","$1,792"
16,10000,2321,Sleep Study OP HC,Test/Procedures ,10.50,244,25,265, 9.68 ,3.05,3.31,108%,0.26,0.10,0.25,0.15,3.15,0.00%,"$236,438","$10,166","$9,375"
16,10000,2322,Diabetes Management HC,Test/Procedures ,1.22,158,146,179, 1.08 ,1.97,2.24,113%,0.26,0.10,0.07,-0.03,2.07,0.15%,"$155,720","$1,203","$1,063"
16,10000,4000,Nursing Administration,Calendar Days,86.69,"1,336",14,0, 98.36 ,16.70,14.72,88%,-1.98,2.00,1.96,-0.04,18.70,2.16%,"$1,429,206","$91,005","$105,243"
16,10000,4002,Staff Development,Calendar Days,45.39,629,14,0, 46.29 ,7.86,7.70,98%,-0.15,1.07,1.86,0.79,8.93,0.00%,"$669,525","$48,347","$49,302"
16,10000,4003,Central Transport,Discharges/100,135.38,"1,045",6,822, 172.23 ,13.07,10.27,79%,-2.80,1.75,0.91,-0.84,14.82,11.05%,"$1,219,628","$143,915","$200,927"
16,10000,4004,Nurse Residents,Calendar Days,1.61,31,14,0, 2.29 ,0.39,0.27,70%,-0.11,0.53,0.64,0.11,0.92,0.00%,"$68,850","$3,570","$5,070"
16,10000,4005,Staffing Office,Calendar Days,15.95,250,14,0, 18.37 ,3.12,2.71,87%,-0.41,0.14,0.32,0.18,3.26,10.43%,"$268,830","$15,621","$19,796"
16,10000,4013,Division of Surgery,Calendar Days,2.85,0,14,0, 0.00 ,0.00,0.48,0%,0.48,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
16,10000,4019,Case Mangement,Calendar Days,109.69,"1,602",14,0, 117.96 ,20.02,18.62,93%,-1.41,3.10,1.20,-1.90,23.12,0.69%,"$1,744,772","$118,751","$128,481"
16,10000,4020,Pediatrics / Neonatology Off,Calendar Days,8.83,100,14,0, 7.36 ,1.25,1.50,120%,0.25,0.39,0.09,-0.30,1.64,1.67%,"$124,477","$10,866","$9,166"
16,10000,4022,Admissions,Calendar Days,23.27,229,14,0, 16.84 ,2.86,3.95,138%,1.09,1.07,0.47,-0.60,3.93,0.15%,"$294,968","$29,976","$21,721"
16,10000,4023,Quality Outcomes,Calendar Days,21.77,217,14,0, 16.00 ,2.72,3.70,136%,0.98,0.29,0.20,-0.09,3.01,0.00%,"$225,450","$22,587","$16,602"
16,10000,4028,Continuing Medical Education,Calendar Days,4.06,62,14,0, 4.57 ,0.78,0.69,89%,-0.09,0.00,0.02,0.02,0.78,0.00%,"$58,200","$3,811","$4,286"
16,10000,4030,Food Service,Total Adjusted Adult Days,1.19,"4,075","3,489","4,152", 1.17 ,50.93,51.91,102%,0.97,6.29,5.79,-0.50,57.22,3.62%,"$4,430,012","$1,253","$1,270"
16,10000,4033,Housekeeping,1000 Net Square Feet Cleaned,236.88,"4,402",19,"4,543", 229.50 ,55.02,56.79,103%,1.77,6.55,6.34,-0.21,61.57,10.52%,"$5,051,969","$248,511","$263,398"
16,10000,4034,Laundry,100 Adjusted Discharges,22.96,116,10,226, 11.84 ,1.46,2.82,194%,1.37,0.00,0.76,0.76,1.46,6.67%,"$116,400","$21,525","$11,841"
16,10000,4046,Security,1000 Sq Ft Patrolled,35.19,"1,365",51,"1,799", 26.69 ,17.06,22.49,132%,5.43,4.00,2.00,-2.00,21.06,7.13%,"$1,670,672","$40,726","$32,675"
16,10000,4067,Business Office,Calendar Days,19.28,245,14,0, 18.05 ,3.06,3.27,107%,0.21,0.44,0.85,0.41,3.50,8.57%,"$282,548","$20,668","$20,806"
16,10000,4068,OP Registration and Admin.,Calendar Days,84.08,"1,409",14,0, 103.75 ,17.61,14.27,81%,-3.34,2.64,1.10,-1.54,20.25,3.68%,"$1,567,498","$90,644","$115,427"
16,10000,4073,Cashiering,Calendar Days,9.26,116,14,0, 8.57 ,1.46,1.57,108%,0.12,0.10,0.11,0.01,1.56,0.00%,"$116,625","$9,275","$8,588"
16,10000,4098,Executive Office,Calendar Days,14.87,202,14,0, 14.86 ,2.52,2.52,100%,0.00,0.19,0.17,-0.02,2.71,0.00%,"$203,400","$14,992","$14,978"
16,10000,4099,Administration,Calendar Days,13.09,163,14,0, 12.04 ,2.04,2.22,109%,0.18,0.48,0.20,-0.28,2.52,0.00%,"$189,225","$15,156","$13,934"
16,10000,4103,Quality Management,Calendar Days,13.12,107,14,0, 7.86 ,1.33,2.23,167%,0.89,0.36,0.38,0.02,1.69,0.00%,"$127,031","$15,614","$9,354"
16,10000,4108,Marketing,Calendar Days,0.00,0,14,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
16,10000,4109,Development,Calendar Days,14.68,256,14,0, 18.86 ,3.20,2.49,78%,-0.71,0.00,0.04,0.04,3.20,0.00%,"$240,075","$13,764","$17,679"
16,10000,4110,Human Resources,Calendar Days,29.10,417,14,0, 30.73 ,5.22,4.94,95%,-0.28,1.20,1.15,-0.05,6.42,0.14%,"$481,811","$33,561","$35,479"
16,10000,4122,Supply Chain Management,Calendar Days,79.74,"1,190",14,0, 87.63 ,14.87,13.54,91%,-1.34,0.92,1.18,0.26,15.79,2.19%,"$1,208,983","$79,381","$89,027"
16,10000,4127,Volunteers,Calendar Days,4.40,71,14,0, 5.23 ,0.89,0.75,84%,-0.14,0.00,0.13,0.13,0.89,0.68%,"$67,064","$4,122","$4,938"
16,10000,4131,Risk Management,Calendar Days,4.88,0,14,0, 0.00 ,0.00,0.83,0%,0.83,0.97,0.14,-0.83,0.97,0.00%,"$72,750",$0,"$5,357"
16,10000,4134,Medical Library,Calendar Days,6.40,93,14,0, 6.86 ,1.16,1.09,93%,-0.08,0.00,0.26,0.26,1.16,0.00%,"$87,300","$5,998","$6,429"
16,10000,4135,Chaplaincy,Calendar Days,4.94,54,14,0, 4.00 ,0.68,0.84,124%,0.16,0.29,0.09,-0.20,0.97,0.00%,"$72,675","$6,612","$5,352"
16,10000,4137,Community Services,Calendar Days,38.74,410,14,0, 30.21 ,5.13,6.58,128%,1.45,0.66,0.16,-0.50,5.79,0.00%,"$434,109","$40,996","$31,967"
16,10000,4139,Former Employees,Calendar Days,0.00,0,14,0, 0.00 ,0.00,0.00,0%,0.00,0.97,0.00,-0.97,0.97,0.00%,"$72,750",$0,"$5,357"
16,10000,4155,Service Center,Calendar Days,15.33,200,14,0, 14.71 ,2.50,2.60,104%,0.10,0.10,0.12,0.02,2.60,0.23%,"$195,269","$14,948","$14,379"
16,10000,4159,Transfer Center,Calendar Days,0.56,144,14,0, 10.63 ,1.80,0.10,5%,-1.71,0.10,0.00,-0.10,1.90,0.00%,"$142,772",$557,"$10,513"
16,10000,4167,Hospitality,Calendar Days,24.82,435,14,0, 32.02 ,5.44,4.21,78%,-1.22,0.00,0.13,0.13,5.44,0.67%,"$410,353","$23,270","$30,217"
16,10000,4205,OR Scheduling,Calendar Days,19.76,70,14,0, 5.14 ,0.87,3.35,384%,2.48,0.10,0.49,0.39,0.97,0.00%,"$72,975","$20,642","$5,374"
16,10000,4209,Development Capital Campaign,Calendar Days,10.46,116,14,0, 8.57 ,1.46,1.77,122%,0.32,0.00,0.64,0.64,1.46,0.00%,"$109,125","$9,803","$8,036"
16,10000,4250,JLL Maintenance,1000 Net Square Feet Maintained,71.33,"1,698",26,"1,861", 65.07 ,21.22,23.26,110%,2.04,2.98,2.56,-0.42,24.20,0.73%,"$1,826,692","$76,262","$70,015"
16,10000,4301,Administration HC,Calendar Days,0.96,16,14,0, 1.14 ,0.19,0.16,84%,-0.03,0.00,0.00,0.00,0.19,0.00%,"$14,550",$902,"$1,071"
16,10000,4303,Medical Office Bldg HC,Calendar Days,6.76,37,14,0, 2.70 ,0.46,1.15,251%,0.69,0.12,0.00,-0.12,0.58,0.00%,"$43,331","$8,001","$3,191"
16,10000,4304,Registration HC,Calendar Days,14.90,401,14,0, 29.54 ,5.01,2.53,50%,-2.48,0.03,0.20,0.17,5.04,0.42%,"$379,864","$14,056","$27,972"
16,10000,4401,Interns and Residents,Calendar Days,5.75,70,14,0, 5.14 ,0.87,0.98,112%,0.10,0.00,0.08,0.08,0.87,0.00%,"$65,475","$5,391","$4,821"
16,10000,4413,Family Medicine Residents,Calendar Days,78.42,"1,150",14,0, 84.68 ,14.37,13.31,93%,-1.06,0.18,0.18,0.00,14.55,0.00%,"$1,091,569","$74,444","$80,381"
16,10000,4415,Radiology Residents,Calendar Days,96.33,"1,078",14,0, 79.36 ,13.47,16.35,121%,2.88,0.11,0.00,-0.11,13.58,0.00%,"$1,018,566","$91,051","$75,005"
16,10000,4416,Podiatry Residents,Calendar Days,55.84,746,14,0, 54.95 ,9.33,9.48,102%,0.15,0.00,0.00,0.00,9.33,0.00%,"$699,534","$52,354","$51,512"
16,10000,4417,Breast Surgery Fellows,Calendar Days,11.43,171,14,0, 12.61 ,2.14,1.94,91%,-0.20,0.00,0.00,0.00,2.14,0.00%,"$160,500","$10,714","$11,819"
16,11000,1001,Mother / Baby Unit,Equivalent Patient Days,17.58,"2,830",177,"3,103", 16.03 ,35.37,38.79,110%,3.41,6.10,7.82,1.72,41.47,1.89%,"$3,160,833","$19,319","$17,904"
16,11000,1003,Delivery Rooms,Delivery,25.28,"3,147",132,"3,335", 23.86 ,39.34,41.68,106%,2.35,6.37,6.05,-0.32,45.71,3.40%,"$3,528,546","$27,536","$26,748"
16,11000,1004,Antenatal Unit,Equivalent Patient Days,16.32,434,64,"1,045", 6.78 ,5.42,13.06,241%,7.63,0.53,1.86,1.33,5.95,9.36%,"$484,692","$16,791","$7,571"
16,11000,1005,Perinatal Testing Center,Test/Procedures ,0.83,604,636,527, 0.95 ,7.55,6.58,87%,-0.97,1.59,1.35,-0.24,9.14,0.10%,"$686,129",$939,"$1,078"
16,11000,1007,Intensive Care Nursery,Equivalent Patient Days,11.76,"2,854",267,"3,136", 10.70 ,35.68,39.20,110%,3.52,4.94,8.57,3.63,40.62,4.31%,"$3,161,788","$12,548","$11,853"
